a_city_state_zip,b_city_state_zip,a_clean_name,b_clean_name,level_0,level_1
losangelesca90022,losangelesca90012,losangelescountydepartmentofhealthservi,losangelescountydepartmentofhealthservices,15182,29696
peconicny11958,peconicny11958,lathamsandgravel,lathamsandgravelinc,15183,54635
santabarbaraca93101,santabarbaraca93101,loberotheatrefoundation,loberotheatrefoundation,15212,114116
newyorkny10004,newyorkny10014,legalmomentum,legalmomentum,15272,35429
bovinacenterny13740,bovinacenterny13740,lafeverexcavatinginc,lafeverexcavatinginc,15274,53182
jeffersoncitymo65102,jeffersoncitymo65101,lincolnuniversity,lincolnuniversitymo,15282,27919
houstontx77010,houstontx770103039,lincfacilityservicesllc,lincfacilityservicesllc,15305,29707
lexingtonky40511,lexingtonky40511,lexelimagingsystemsincdba,lexelimagingsystemsinc,15385,18197
columbiamd21046,columbiamd21046,lbbassociatesinc,lbbassociatesinc,15401,39747
limestoneme4750,limestoneme047506122,loringdevelopmentauthorityofmaine,loringdevelopmentauthorityofmaine,15456,41397
minneapolismn55431,minneapolismn55431,laserdesign,laserdesigninc,15486,39270
marbleheadma1945,marbleheadma01945,lifecyclerenewablesinc,lifecyclerenewablesinc,15510,8122
livermoreia50558,livermoreca94550,livermorecityof,livermorecityofca,15539,55149
lancasterpa17608,lancasterpa17608,lancastercityof,lancastercityofpa,15544,40109
lancasterpa17608,lancasteroh43130,lancastercityof,lancastercityofoh,15544,103232
schofieldwi54476,schofieldwi544763056,lselectric,lselectricinc,15547,29306
olatheks66062,olatheks66062,lpdenterprises,lpdenterprisesinc,15600,133835
fortlauderdalefl33312,fortlauderdalefl333122236,laumarroofingserviceinc,laumarroofingserviceinc,15623,48426
fortlauderdalefl33312,fortlauderdalefl333122236,laumarroofingserviceinc,laumarroofingserviceinc,15623,48427
luverneia50560,luverneia50560,luvernecommunityschooldistrict,luvernecommunityschooldistrict,15635,180672
scottsdaleaz85260,scottsdaleaz85260,lpimultimedia,lpimultimediainc,15638,101501
lovelandco80537,lovelandco80537,landmarkengineeringltd,landmarkengineeringltd,15643,54455
houstontx77013,houstontx77013,lockwoodinternationalinc,lockwoodinternationalinc,15648,46428
snoqualmiewa98065,snoqualmiewa98065,lkdaerospace,lkdaerospaceinc,15661,60616
pittsburghpa15219,pittsburghpa15219,lmassociates,lmassociateslp,15728,127812
lufkintx75904,lufkintx759043951,lufkinindustries,lufkinindustriesllc,15731,106
torranceca90509,torranceca90509,l3communicationselectrontechnologies,l3communicationselectrontechnologiesinc,15732,3102
laurelne68745,laurelne68745,laurelcityof,laurelcityofne,15736,113791
newyorkny10010,newyorkny,learningworldsinc,learningworlds,15767,22966
pittsburghpa15203,pittsburghpa15203,lunametricsllc,lunametricsllc,15769,160261
inail62846,inail62846,lakerendcollege,lakerendcollege,15770,55519
sandiegoca92101,sandiegoca921018192,lmcapitalgroupllc,lmcapitalgroupllc,15799,29737
houstontx77042,houstontx77042,ljaengineeringinc,ljaengineeringinc,15859,33891
restonva20190,restonva20190,leidosholdingsinc,leidosholdingsinc,15895,32400
chicagoil60644,chicagoil60644,lorettohospital,lorettohospital,15902,46269
charlottenc28277,charlottenc28277,lodestarconsultinginc,lodestarconsultinginc,15914,165533
atlantaga30339,atlantaga30339,leapleyconstructiongroupofatlantallc,leapleyconstructiongroupofatlantallc,15969,48882
newyorkny10007,newyorkny10038,lowereastsideservicecenterinc,lowereastsideservicecenterinc,15978,48009
lawrencema1840,lawrencein46216,lawrencecityof,lawrencecityofin,16009,113086
lawrenceks66044,lawrencein46216,lawrencecityof,lawrencecityofin,16028,113086
littletonco80127,littletonco801258504,lockheedmartinspacesystems,lockheedmartinspacesystemsco,16068,29819
haysks67601,haysks67601,linkinc,linkincus,16072,173430
brandonsd57005,brandonsd57005,luvernetruckequipmentincdba,luvernetruckequipmentinc,16100,46232
chicagoil60631,chicagoil60631,lawsonproductsincdba,lawsonproductsinc,16111,289
cambridgemd21613,cambridgemd21613,lwrcinternationalinc,lwrcinternationalllc,16122,97224
orlandofl32808,orlandofl32804,lakesidebehavioralhealthcareinc,lakesidebehavioralhealthcareinc,16152,47551
lakewoodoh44107,lakewoodoh44107,lakewoodseniorcitizensinc,lakewoodseniorcitizensinc,16156,181482
salemnh3079,salemnh03079,l3communicationskleinassociatesinc,l3communicationskleinassociatesinc,16165,1901
mercedestx78570,mercedestx78570,lgconcreteconstructioninc,lgconcreteconstructioninc,16175,49082
linnmo65051,linnmo65051,linnstatetechnicalcollege,linnstatetechnicalcollege,16193,48823
cheyennewy82001,cheyennewy82001,longrangeservices,longrangeservices,16232,114846
toledooh43606,toledooh43607,lucintechinc,lucintechinc,16245,8241
toledooh43606,toledooh43606,lucintechinc,lucintechinc,16245,8242
rapidcitysd57702,rapidcitysd57702,lindexcoinc,lindexcoinc,16282,51423
westminstermd21157,westminstermd21157,landseaairautonomyllc,landseaairautonomyllc,16283,165690
northcharlestonsc29418,northcharlestonsc29418,landmarkconstructioncompanyinc,landmarkconstructioncoinc,16284,40455
indianapolisin46268,indianapolisin46268,langhamlogisticsinc,langhamlogisticsinc,16343,36986
raleighnc27601,raleighnc27601,legalaidofnorthcarolina,legalaidofnorthcarolinainc,16432,54523
lubbocktx79407,lubbocktx794072099,lubbockchristianuniversity,lubbockchristianuniversity,16436,27932
huntsvilleal35806,huntsvilleal35806,l2nlllc,l2nlllc,16441,129245
buffalony14202,buffalony14202,lakeshorebehavioralhealthinc,lakeshorebehavioralhealthinc,16529,58473
buffalogroveil60089,buffalogroveil60089,leicamicrosystemsincdba,leicamicrosystemsinc,16534,57929
staffordva22556,staffordva22554,ltcsolutionsllc,ltcsolutionsllc,16536,122857
sandiegoca92127,sandiegoca92121,leidosinc,leidosinc,16538,345
fortworthtx76106,fortworthtx76106,legacyhousingltd,legacyhousingltd,16540,5912
florenceky41042,florenceky41042,legionlogisticsllc,legionlogisticsllc,16545,157675
spokanewa99216,spokanewa99216,lloydindustriesinc,lloydindustriesinc,16548,18947
austintx78739,austin,ladybirdjohnsonwildflowercenter,ladybirdjohnsonwildflowercenter,16558,178505
atlantaga30309,atlantaga30309,logisticaresolutionsllc,logisticaresolutionsllc,16564,61254
denverco80211,denverco80216,lunagourmetcoffeeteacollc,lunagourmetcoffeeteacollc,16569,5784
denverco80211,denverco80216,lunagourmetcoffeeteacollc,lunagourmetcoffeeteacollc,16569,5785
sanjoseca95112,sanjoseca95112,landmarkprotectioninc,landmarkprotectioninc,16678,29430
eriepa16501,eriepa16501,logisticsplusinc,logisticsplusinc,16679,39214
viennava22182,viennava221822621,lifetimefinancialservices,lifetimefinancialservicesllc,16691,54565
fortlauderdalefl33309,fortlauderdalefl33309,libertypowercorp,libertypowercorpllc,16693,40288
fortlauderdalefl33309,fortlauderdalefl33309,libertypowercorp,libertypowercorpllc,16693,40289
sandiegoca92110,sandiegoca92121,leidosinc,leidosinc,16700,345
bethesdamd20817,bethesdamd208171803,lockheedmartinintegratedsystems,lockheedmartinintegratedsystemsinc,16733,35675
washingtondc20003,washingtondc20003,lockheedmartinmissionsystemsandtraining,lockheedmartinmissionsystemstraining,16759,165773
lexingtonky40511,lexingtonky40550,lexmarkinternationalinc,lexmarkinternationalinc,16795,876
leesburgva20176,leesburgva20176,loudouncommunityhealthcenter,loudouncommunityhealthcenter,16804,122635
columbiamd21045,columbiamd21045,lppcombustionllc,lppcombustionllc,16806,4624
durhamnc27703,durhamnc27703,lcindustriesincdba,lcindustriesinc,16807,42506
lawtonok73505,lawtonok73501,lawtonnetcommunications,lawtonnetcommunications,16821,21783
bostonma2111,bostonma02111,lancettechnologyinc,lancettechnologyinc,16850,125786
crystallakeil60014,crystallakeil60014,leapoffaithtechnologiesinc,leapoffaithtechnologiesinc,16853,194648
losangelesca90030,losangelesca900122607,losangelesdepartmentofwaterpower,losangelesdepartmentofwaterpowerca,16855,29101
sandiegoca92121,sandiegoca92121,linkabitwireless,linkabitwirelessinc,16929,947
rhinelanderwi54501,rhinelanderwi54501,laserprosinternationalcorp,laserprosinternationalcorp,16939,33562
princetonil61356,princetonil61356,lwschneiderinc,lwschneiderinc,17015,99475
scottsdaleaz85260,scottsdaleaz85260,lpimultimedia,lpimultimediainc,17019,101501
lebanontn37088,lebanontn370872539,lojacenterprisesinc,lojacenterprisesinc,17024,18286
philadelphiapa19153,philadelphiapa19153,libertybellequipmentcorporation,libertybellequipmentcorp,17027,52996
redmondor97756,redmondor97756,lancairinternationalinc,lancairinternationalinc,17031,4870
arlingtonva22202,arlingtonva222022613,l3marineconsulting,l3marineconsultingllc,17038,52538
irvingtx75063,irvingtx75063,liquidenvironmentalsolutionsoftexasllc,liquidenvironmentalsolutionsoftexasllc,17040,19186
madisonms39110,madisonms39110,l3communicationsvertexaerospace,l3communicationsvertexaerospacellc,17070,29263
broadwayva22815,broadwayva22815,lantzconstructioncompany,lantzconstructionco,17123,46249
skokieil60077,skokieil60077,lanzatechinc,lanzatechinc,17146,42123
dallastx75247,dallastx752446527,lazotechnologies,lazotechnologiesinc,17151,40416
lansingks66043,lansingks66043,larkinexcavatinginc,larkinexcavatinginc,17180,48820
sandiegoca92110,sandiegoca92121,leidosinc,leidosinc,17189,345
sanjoseca95134,sanjoseca95134,labcyteinc,labcyteinc,17196,28776
grandprairietx75050,grandprairietx75050,lonestarcommunicationsinc,lonestarcommunicationsinc,17203,51656
mariettaga30060,mariettaga30060,lombardomanagmentinc,lombardomanagementinc,17218,54966
irvineca92618,irvineca92618,lifemasterssupportedselfcareinc,lifemasterssupportedselfcareinc,17240,26029
livermoreca94550,livermoreca94550,livermorevalleywinegrowersassociation,livermorevalleywinegrowersassociation,17268,116096
mountainviewca94043,mountainviewca94043,locustechnologies,locustechnologies,17295,51216
lasvegasnm87701,lasvegasnv89101,lasvegascityof,lasvegascityofnv,17324,39814
collegestationtx77840,collegestationtx77845,lynntechinc,lynntechinc,17340,48443
irvingtx75062,irvingtx75062,lehighhansoninc,lehighhansoninc,17348,58696
walthamma2451,walthamma02451,lewtantechnologiesinc,lewtantechnologiesinc,17351,27681
indianapolisin46250,indianapolisin46250,languagetrainingcenter,languagetrainingcenterinc,17356,129743
washingtondc20006,washingtondc20006,landscapearchitecturefoundation,landscapearchitecturefoundation,17395,45027
woosteroh44691,woosteroh44691,lukusallc,lukusallc,17444,29909
clevelandoh44113,clevelandoh44113,linkingemploymentabilitiespotentialinc,linkingemploymentabilitiespotential,17450,115682
cincinnatioh45206,cincinnatioh45206,lighthouseyouthservices,lighthouseyouthservicesinc,17484,48053
atlantaga30341,atlantaga30361,lordaecksargentinc,lordaecksargentinc,17505,39656
batonrougela70821,batonrougela70809,louisiana,louisianainc,17554,106733
mountainviewca94040,mountainviewca94040,leverxinc,leverxinc,17558,103031
cambridgema2138,cambridgema02138,lesleyuniveristy,lesleyuniversity,17561,43904
ludowiciga31316,ludowiciga31316,longcountyboardofeducation,longcountyboardofeducationga,17574,49064
seattlewa98188,seatacwa98188,lutherancommunityservicesnw,lutherancommunityservicesnorthwest,17588,46856
germantownmd20874,germantownmd208745244,librarysystemsservicesllc,librarysystemsservicesllc,17592,41998
losangelesca90048,losangelesca90028,losangelesfreeclinic,losangelesfreeclinic,17623,40017
cincinnatioh45245,cincinnatioh45245,l3fuzingordanancesystemsinc,l3fuzingordnancesystemsinc,17628,1276
newyorkny10010,newyorkny10010,luminarylabsllc,luminarylabsllc,17651,163248
masonoh45040,masonoh450409699,l3communicationscincinnatielectronicscorporation,l3communicationscincinnatielectronicscorp,17667,2673
saultsaintemariemi49783,saultsaintemariemi49783,lakesuperiorstateuniversity,lakesuperiorstateuniversity,17683,27899
fallriverma2723,fallriverma02723,l3oceanserverinc,l3oceanserverinc,17702,61475
fallriverma2723,fallriverma02723,l3oceanserverinc,l3oceanserverinc,17702,61476
batonrougela70821,batonrougela70802,louisianaofficeofstudentfinancialassistance,louisianaofficeofstudentfinancialassistance,17776,46548
chicagoil60611,chicagoil60626,loyolauniversitychicago,loyolauniversityofchicago,17786,27926
englewoodco80112,englewoodco80112,lewisgroupllcthe,lewisgroupllc,17817,117679
newportri2840,newportri02840,landwarfareacousticsystems,landwarfareacousticsystemsinc,17830,54092
lincolnuniversitypa19352,lincolnuniversitypa19352,lincolnuniversity,lincolnuniversitypa,17847,27920
decorahia52101,decorahia521011045,luthercollege,luthercollege,17849,27933
rockvillemd20850,rockvillemd20850,lockheedmartinaspensystemscorporation,lockheedmartinaspensystemscorp,17850,29201
farmingdalenj7727,farmingdalenj07727,labvoltsystems,labvoltsystemsinc,17853,17926
stamfordct6906,stamfordct06906,liquifixinc,liquifixinc,17878,7424
stamfordct6906,stamfordct06906,liquifixinc,liquifixinc,17878,7425
northkingstownri2852,northkingstownri02852,lightshipgroupllc,lightshipgroupllc,17888,58965
ronkonkomany11779,ronkonkomany117797410,lakelandindustries,lakelandindustriesinc,17892,32
berkeleyca94710,berkeleyca947102224,lumiphoreinc,lumiphoreinc,17893,4873
indianapolisin46278,indianapolisin46278,lewellyntechnologyinc,lewellyntechnologyllc,17908,50680
bohemiany11716,bohemiany117162416,logitekinc,logitekinc,17947,353
oklahomacityok73135,oklahomacityok73135,lithoofamericallc,lithoofamericallc,17958,158341
albanyor97321,albanyor97321,linnbentoncommunitycollegeorcpp,linnbentoncommunitycollegeor,17959,46489
lacduflambeauwi54538,lacduflambeauwi54538,lacduflambeaubandoflakesuperiorchippe,lacduflambeaubandoflakesuperiorchippewaindians,18020,29322
desmoinesia50309,desmoinesia50309,lightedgesolutionsinc,lightedgesolutionsinc,18033,28984
lapeermi48446,lapeermi48446,lapeerindustries,lapeerindustriesinc,18037,54177
poulsbowa98370,poulsbowa98370,lumitherainc,lumitherainc,18052,10270
restonva20190,restonva20190,leidosinc,leidosinc,18054,344
baltimoremd21202,baltimoremd21202,lupinpharmaceuticalsinc,lupinpharmaceuticalsinc,18057,46368
springfieldil62704,springfieldil62704,levirayshoupincdba,levirayshoupinc,18065,33488
carync27518,carync27518,losaltostechnologiesncinc,losaltostechnologiesinc,18076,159259
belmontca94002,belmontca94002,lakepharmainc,lakepharmainc,18100,164820
herndonva20170,herndonva20170,longviewinternationaltechnologysolutionsinc,longviewinternationaltechnologysolutionsinc,18104,54546
houstontx77032,houstontx770323219,lapollaindustries,lapollaindustriesinc,18114,31131
seattlewa98122,seattlewa98122,lifelongaidsalliance,lifelongaidsalliance,18129,51598
saltlakecityut84116,saltlakecityut84116,l3communicationsystemswest,l3communicationsystemswest,18161,114938
unionnj7083,unionnj070835032,lincolntechnicalinstitue,lincolntechnicalinstituteinc,18175,23952
kansascitymo64123,kansascitymo64123,lulacnationaleducationalservicecentersi,lulacnationaleducationalservicecentersinc,18199,180382
tustinca92780,tustinca927806487,lgardeinc,lgardeinc,18208,114882
longueuilquébecquebecj4g1s9,longueuilqcj4g1s9,lesmetauxtremblayinc,lesmetauxtremblayinc,18223,44875
millersvillemd21108,millersvillemd211082642,l3chesapeakesciences,l3chesapeakesciencescorp,18229,44200
crownpointin46307,crownpointin463072729,lgsplumbinginc,lgsplumbinginc,18251,50765
denverco80236,denverco80236,lillardclarkconstructioncompanyinc,lillardclarkconstructioncoinc,18280,47661
teasd57064,teasd57064,lewisclarkruralwatersysteminc,lewisclarkruralwatersysteminc,18283,186415
southsanfranciscoca94080,sanfranciscoca94080,lithiumstartinc,lithiumstartinc,18299,183363
baltimoremd21230,baltimoremd21230,lutheranworldreliefinc,lutheranworldreliefinc,18313,7068
spartanburgsc29301,spartanburgsc29301,lescorestorationsinc,lescorestorationsinc,18390,40460
brooklynny11201,brooklynny11242,legalinterpretingservicesinc,legalinterpretingservicesinc,18407,114914
marshalltx75671,marshalltx75670,lewisengineeringcompany,lewisengineeringco,18437,50191
springfieldva22150,springfieldva22150,llienterprisesinc,llienterprisesinc,18439,136601
montereytn38574,montereytn38574,lanehaulingexcavatinginc,lanehaulingexcavatinginc,18441,54136
losalamosnm87544,losalamosnm875440043,losalamoshistoricalsociety,losalamoshistoricalsociety,18451,121463
passaicnj7055,passaicnj,lbuinc,lbuinc,18471,468
tampafl33611,tampafl33611,lukosllc,lukosllc,18482,114743
cranstonri2920,cranstonri02920,latinopublicradio,latinopublicradio,18494,44940
honoluluhi96817,honoluluhi96813,legalaidsocietyofhawaii,legalaidsocietyofhawaiiinc,18505,54355
stewartsvillenj8886,stewartsvillenj08886,lindegasnorthamerica,lindegasnorthamericallc,18524,61289
vicksburgms39181,vicksburgms39180,lampkinconstructioncoinc,lampkinconstructioncoinc,18539,50286
chicagoil60623,chicagoil60623,lawndalechristianhealthcenter,lawndalechristianhealthcenter,18543,48487
pascoagri2859,pascoagri02859,lockheedwindowcorp,lockheedwindowcorp,18615,47659
dentontx76208,dentontx76208,labinalllc,labinalllc,18623,170224
clevelandoh44115,clevelandoh44115,lakeerieenergydevelopmentcorporation,lakeerieenergydevelopmentcorp,18631,178301
manisteemi49660,manisteemi49660,littleriverbandofottawaindiansinc,littleriverbandofottawaindiansmi,18647,169068
olatheks66062,olatheks66062,lpdenterprises,lpdenterprisesinc,18655,133835
chesterfieldmo63017,chesterfieldmo630175529,logancollegeofchiropractic,logancollegeofchiropractic,18676,45995
houstontx77252,houstontx77017,lyondellcitgorefininglp,lyondellcitgorefininglp,18683,103330
sandiegoca92120,sandiegoca921204133,locatorservices,locatorservicesinc,18706,101293
albuquerquenm87107,albuquerquenm87120,liferootsinc,liferootsinc,18707,55661
tucsonaz85712,tucsonaz85712,lloydconstructioncompanyinc,lloydconstructioncoinc,18728,47715
fortworthtx76161,fortworthtx761017116,luckyladyoil,luckyladyoilco,18729,53173
goodyearaz85338,goodyearaz,ladderindustriesinc,ladderindustriesinc,18744,59018
siouxcityia51102,siouxcityia51101,llbuilders,llbuildersco,18745,48049
seattlewa98105,seattlewa981950001,lumisandsinc,lumisandsinc,18750,136821
batonrougela70806,batonrougela70806,louisianastatepolice,louisianastatepolice,18781,38228
honoluluhi96819,honoluluhi96819,lgbassociatesinc,lgbassociatesinc,18787,39726
sandiegoca92110,sandiegoca92121,l3servicesinc,l3servicesinc,18824,30306
sandiegoca92110,sandiegoca921211101,l3servicesinc,l3servicesinc,18824,30307
wilkesbarrepa18703,wilkesbarrepa18702,luzernecountyheadstartinc,luzernecountyheadstartinc,18834,183533
canogaparkca91303,canogaparkca,lafoodsllc,lafoodsllc,18872,115006
losangelesca90045,losangelesca900452659,loyolamarymountuniversityinc,loyolamarymountuniversity,18873,27925
houstontx77220,houstontx770417735,lanterrallc,lanterrallc,18887,58729
baltimoremd21210,baltimoremd21210,loyolauniversitymarylandinc,loyolauniversitymarylandinc,18916,27924
erlangerky41018,erlangerky410183114,libertytransportationinc,libertytransportationinc,18955,51954
denverco80216,denverco80216,langecontainmentsystems,langecontainmentsystemsinc,18956,194907
denverco80204,denverco80204,lerinc,lerinc,18957,47213
houstontx77042,houstontx77042,loomisarmoredusllc,loomisarmoredusllc,18995,57719
houstontx77018,houstontx77018,ldsystems,ldsystemslp,19007,47794
houstontx77096,houstontx770417735,lanterrallc,lanterrallc,19028,58729
lebanontn37090,lebanontn37090,lochinvarllc,lochinvarllc,19051,54249
louisvilleky40209,louisvilleky40209,laboratorysupplycoinc,laboratorysupplycoinc,19057,45442
brooklinema2446,brooklinema02446,lowncardiovascularresearchfoundationinc,lowncardiovascularresearchfoundation,19086,39950
albanyor97321,albanyor97321,lhgradinginc,lhgradinginc,19098,52401
houstontx77077,houstontx77077,lloydsregisterqualityassurance,lloydsregisterqualityassuranceincus,19101,166768
orlandofl32826,orlandofl32826,laulimagovernmentsolutionsllc,laulimagovernmentsolutionsllc,19104,165729
louisvilleco80027,louisvilleco80027,lockheedmartrincoherenttechnologies,lockheedmartincoherenttechnologiesinc,19162,58088
orlandofl32819,orlandofl328198907,lockheedmartinmissilesandfirecontrol,lockheedmartinmissilesfirecontrol,19163,29818
reedsportor97467,reedsportor97467,laskeycliftoncorp,laskeycliftoncorp,19186,49370
sandiegoca92123,sandiegoca921231510,l3communicationstelemetrywestdi,l3communicationstelemetrywest,19237,93234
roanokeva24014,roanokeva24011,lunainnovations,lunainnovationsinc,19281,3372
sandiegoca92121,sandiegoca92121,l3appliedtechnologiesinc,l3appliedtechnologiesinc,19283,122258
batonrougela70898,batonrougela70808,louisianadepartmentofwildlifefisheries,louisianadepartmentofwildlifefisheries,19308,46191
eriepa16510,eriepa16510,llkurtzinc,llkurtzinc,19312,178338
alexandriava22312,alexandriava22312,longviewinternationaltechnologysolutionsinc,longviewinternationaltechnologysolutionsinc,19317,54545
bluebellpa19422,bluebellpa19422,locuspharmaceuticalsinc,locuspharmaceuticalsinc,19412,23755
jacksonvillefl32244,jacksonvillefl32221,logisticservicesinternationalinc,logisticservicesinternationalinc,19445,46541
sandiegoca92130,sandiegoca92130,litescapetechnologiesinc,litescapetechnologiesinc,19448,2708
fayettevillega30214,fayettevillega30214,landscapedepotinc,landscapedepotinc,19456,49837
buffalony14210,buffalony14210,lcobuildingllc,lcobuildingllc,19489,129040
madisonal35758,madisonal35758,lqmadisonhospitalityllc,lqmadisonhospitalityllc,19613,134809
glendaleca91205,glendaleca91203,lkgcmcinc,lkgcmcinc,19615,52627
glendaleca91205,glendaleca91205,lkgcmcinc,lkgcmcinc,19615,52628
houstontx77005,houstontx77005,lateraldatalp,lateraldatalp,19645,120996
batonrougela70808,batonrougela70803,louisianstateuniversity,louisianastateuniversity,19651,27956
batonrougela70808,batonrougela70808,louisianstateuniversity,louisianastateuniversity,19651,27959
lubbocktx79401,lubbocktx79401,lubbockindependentschooldistrict,lubbockindependentschooldistricttx,19659,44367
oklahomacityok73104,oklahomacityok73104,longwaveinc,longwaveinc,19672,29833
sandiegoca92121,sandiegoca92121,leidosinc,leidosinc,19736,345
newyorkny10013,newyorkny10013,logicworkssystemscorporation,logicworkssystemscorp,19753,43373
washingtondc20036,washingtondc20036,lexisnexisspecialservicesinc,lexisnexisspecialservicesinc,19773,61328
bronxvilleny10708,bronxvilleny10708,lawrencehospitalcenter,lawrencehospitalcenter,19831,35574
houstontx77042,houstontx77042,ljaengineeringsurveyinginc,ljaengineeringsurveyingincold,19869,33896
dodgevillewi53595,dodgevillewi53595,landsendinc,landsendinc,19886,54
temeculaca92590,temeculaca92590,losspreventionsystemsinc,losspreventionsystemsinc,19887,114823
chickashaok73018,chickashaok73018,livingstonmachinerycompany,livingstonmachineryco,19922,46536
huntersvillenc28078,huntersvillenc28078,limeenergyservicesco,limeenergyservicesco,19935,42199
wilmingtonde19806,wilmingtonde19806,lutheranseniorservicesinc,lutheranseniorservicesinc,19939,53245
saintcharlesmo63301,stcharlesmo63301,lindenwooduniversity,lindenwooduniversity,19960,27943
indianapolisin46221,indianapolisin462850001,lillyusallc,lillyusallc,19997,45204
victorny14564,victorny14564,l3globalcommunicationssolutions,l3globalcommunicationssolutionsinc,20023,30154
vicksburgms39181,vicksburgms39180,lampkinconstructioncomapny,lampkinconstructioncoinc,20033,50286
warnerrobinsga31088,warnerrobinsga310888004,louiconsultinggroupinc,louiconsultinggroupinc,20045,114842
annarbormi48105,annarbormi48108,l3communicationseotechinc,l3communicationseotechinc,20066,30086
conyersga30013,conyersga30013,lexicontechnologiesinc,lexicontechnologiesinc,20076,54035
losangelesca90012,losangelesca90012,losangelesoperacompany,losangelesoperaco,20079,29870
batonrougela70802,batonrougela708049004,louisianastateof,louisianastateof,20094,27818
birminghamal35223,birminghamal35223,lloydgraywhiteheadpc,lloydgraywhiteheadmonroepc,20103,101680
wichitaks67213,wichitaks67213,leadingtechnologycomposites,leadingtechnologycompositesinc,20141,58701
albuquerquenm87107,albuquerquenm87107,lawenforcementtraininginternationalinc,lawenforcementtraininginternationalinc,20172,109503
losgatosca95030,losgatosca95032,livionexinc,livionexinc,20180,176592
grandrapidsmi49546,grandrapidsmi495466916,laseralignmentinc,laseralignmentinc,20186,23935
lufkintx75904,lufkintx759043951,lufkinindustriesinc,lufkinindustriesllc,20217,106
humbletx77338,humbletx77338,lubricationsolutionsinc,lubricationsolutionsinc,20242,130163
baytowntx77521,baytowntx77521,lineagealloysllc,lineagealloysllc,20265,103950
oklahomacityok73115,oklahomacityok73135,leadercommunicationsinc,leadercommunicationsinc,20303,40380
readingpa19601,readingpa19601,libertyenvironmentalinc,libertyenvironmentalinc,20305,166018
readingpa19601,readingpa19601,libertyenvironmentalinc,libertyenvironmentalinc,20305,166019
minneapolismn55407,minneapolismn55407,landstewardshipproject,landstewardshipproject,20306,54088
kennewickwa99336,kennewickwa99336,lampsoninternationalllc,lampsoninternationalllc,20307,56070
washingtondc20036,washingtondc20036,lupusfoundationofamericainc,lupusfoundationofamericainc,20312,37471
edisonnj8818,edisonnj08817,legalservicesofnewjerseyinc,legalservicesofnewjerseyinc,20323,37450
portsmouthnh3801,portsmouthnh03801,loftwareinc,loftwareinc,20330,2773
losangelesca90007,losangelesca90012,losangelescountydepartmentofhealthservi,losangelescountydepartmentofhealthservices,20336,29696
fortvalleyga31030,fortvalleyga31030,lanepackingco,lanepackingllc,20344,127203
dallastx75234,dallastx75229,levantinausainc,levantinausainc,20387,57720
emmauspa18049,emmauspa18049,lehighcountyhousingauthorit,lehighcountyhousingauthority,20392,40816
arlingtonva22207,arlingtonva22201,leadershiparlington,leadershiparlington,20408,99697
princegeorgeva23875,princegeorgeva23875,logisticsmanagementresourceesinc,logisticsmanagementresourcesincva,20437,55071
lexingtonky40511,lexingtonky40511,lexingtontrucksalesinc,lexingtontrucksalesinc,20447,42491
bangorme4401,bangorme04401,landergroup,landergroupllc,20453,161729
durhamnc27703,durhamnc27703,lcindustriesinc,lcindustriesinc,20465,42506
milanil61264,milanil61264,lewismachinetoolcodba,lewismachinetoolco,20486,50231
columbusin47201,columbusin47203,lhpsoftwarellc,lhpsoftwarellc,20487,50774
northpoleak99705,northpoleak997055389,lakloeyinc,lakloeyinc,20492,53331
livermoreca94550,livermoreca945509234,lawrencelivermorenationallaboratory,lawrencelivermorenationallaboratory,20497,29483
largofl33773,largofl33773,learnforcepartnersllc,learnforcepartnersllc,20503,84135
carlsbadca92008,carlsbadca92008,lifetechnologiescorp,lifetechnologiescorp,20566,44211
viennava22182,viennava22182,lchconsultingllc,lchconsultingllc,20580,119580
boulderco80303,boulderco80303,lightningeliminatorsconsultantsinc,lightningeliminatorsconsultantsinc,20590,39578
dundeeil60118,eastdundeeil60118,lgmedicaltechnologiesinc,lgmedicaltechnologiesinc,20607,183489
sandiegoca92121,sandiegoca92121,leidosinc,leidosinc,20612,345
lacduflambeauwi54538,lacduflambeauwi54538,lacduflambeaubandoflakesuperiorchippewa,lacduflambeaubandoflakesuperiorchippewaindians,20655,29322
seattlewa98144,seattlewa98144,lighthousefortheblind,lighthousefortheblindincwa,20700,57086
richardsontx75081,richardsontx750812868,longwaveinc,longwaveinctx,20730,48867
richardsontx75081,richardsontx750812868,longwaveinc,longwaveinctx,20730,48868
richardsontx75081,richardsontx750811845,longwaveinc,longwaveinctx,20730,48869
plymouthma2360,plymouthma02360,lecenvironmentalconsultantsinc,lecenvironmentalconsultantsinc,20732,40551
tulsaok74103,tulsaok74103,landlegacy,landlegacy,20741,134162
sanfranciscoca94111,sanfranciscoca941113317,livevoxinc,livevoxinc,20750,36967
coloradospringsco80906,coloradospringsco80906,lowvoltagewiringltd,lowvoltagewiringltd,20791,114839
fairlawnnj7410,fairlawn,lerchvincihigginsllp,lerchvincihigginsllp,20798,191706
riversideca92505,riversideca92515,lasierrauniversity,lasierrauniversity,20800,27848
austintx78759,austintx78701,lynxlaboratoriesinc,lynxlaboratoriesinc,20810,167377
sandiegoca92123,sandiegoca92121,lytxinc,lytxinc,20859,29135
sandiegoca92123,sandiegoca92123,lytxinc,lytxinc,20859,29136
irvineca92617,irvineca92617,lpainc,lpainc,20944,38968
